ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000023892	50619	DEF6	DEF6, guanine nucleotide exchange factor
ENSG00000023902	51177	PLEKHO1	pleckstrin homology domain containing O1
ENSG00000023909	2730	GCLM	glutamate-cysteine ligase modifier subunit
ENSG00000024048	23304	UBR2	ubiquitin protein ligase E3 component n-recognin 2
ENSG00000024422	30846	EHD2	EH domain containing 2
ENSG00000024526	55635	DEPDC1	DEP domain containing 1
ENSG00000024862	25901	CCDC28A	coiled-coil domain containing 28A
ENSG00000025039	58528	RRAGD	Ras related GTP binding D
ENSG00000025156	3298	HSF2	heat shock transcription factor 2
ENSG00000025293	51230	PHF20	PHD finger protein 20
ENSG00000025423	8630	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
ENSG00000025434	10062	NR1H3	nuclear receptor subfamily 1 group H member 3
ENSG00000025708	1890	TYMP	thymidine phosphorylase
ENSG00000025770	29781	NCAPH2	non-SMC condensin II complex subunit H2
ENSG00000025772	10953	TOMM34	translocase of outer mitochondrial membrane 34
ENSG00000025796	11231	SEC63	SEC63 homolog, protein translocation regulator
ENSG00000025800	23633	KPNA6	karyopherin subunit alpha 6
ENSG00000026025	7431	VIM	vimentin
ENSG00000026036	51750	RTEL1	regulator of telomere elongation helicase 1
ENSG00000026103	355	FAS	Fas cell surface death receptor
ENSG00000026297	8635	RNASET2	ribonuclease T2
ENSG00000026508	960	CD44	CD44 molecule (Indian blood group)
ENSG00000026559	3755	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
ENSG00000026652	56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
ENSG00000026751	57823	SLAMF7	SLAM family member 7
ENSG00000026950	11119	BTN3A1	butyrophilin subfamily 3 member A1
ENSG00000027001	4285	MIPEP	mitochondrial intermediate peptidase
ENSG00000027075	5583	PRKCH	protein kinase C eta
ENSG00000027644	3645	INSRR	insulin receptor related receptor
ENSG00000027697	3459	IFNGR1	interferon gamma receptor 1
ENSG00000027847	11285	B4GALT7	beta-1,4-galactosyltransferase 7
ENSG00000027869	9047	SH2D2A	SH2 domain containing 2A
ENSG00000028116	7444	VRK2	vaccinia related kinase 2
ENSG00000028137	7133	TNFRSF1B	TNF receptor superfamily member 1B
ENSG00000028203	55591	VEZT	vezatin, adherens junctions transmembrane protein
ENSG00000028277	5452	POU2F2	POU class 2 homeobox 2
ENSG00000028310	65980	BRD9	bromodomain containing 9
ENSG00000028528	6642	SNX1	sorting nexin 1
ENSG00000028839	9519	TBPL1	TATA-box binding protein like 1
ENSG00000029153	56938	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
ENSG00000029363	9774	BCLAF1	BCL2 associated transcription factor 1
ENSG00000029364	55334	SLC39A9	solute carrier family 39 member 9
ENSG00000029534	286	ANK1	ankyrin 1
ENSG00000029559	3381	IBSP	integrin binding sialoprotein
ENSG00000029639	51106	TFB1M	transcription factor B1, mitochondrial
ENSG00000029725	9135	RABEP1	rabaptin, RAB GTPase binding effector protein 1
ENSG00000029993	3149	HMGB3	high mobility group box 3
ENSG00000030066	23279	NUP160	nucleoporin 160
ENSG00000030110	578	BAK1	BCL2 antagonist/killer 1
ENSG00000030304	4593	MUSK	muscle associated receptor tyrosine kinase
ENSG00000030419	22807	IKZF2	IKAROS family zinc finger 2
ENSG00000030582	2896	GRN	granulin precursor
ENSG00000031003	51306	FAM13B	family with sequence similarity 13 member B
ENSG00000031081	57514	ARHGAP31	Rho GTPase activating protein 31
ENSG00000031691	55166	CENPQ	centromere protein Q
ENSG00000031698	6301	SARS	seryl-tRNA synthetase
ENSG00000031823	8498	RANBP3	RAN binding protein 3
ENSG00000032219	5926	ARID4A	AT-rich interaction domain 4A
ENSG00000032389	7260	TSSC1	tumor suppressing subtransferable candidate 1
ENSG00000032444	10908	PNPLA6	patatin like phospholipase domain containing 6
ENSG00000032742	8100	IFT88	intraflagellar transport 88
ENSG00000033011	56052	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase
ENSG00000033030	55596	ZCCHC8	zinc finger CCHC-type containing 8
ENSG00000033050	10061	ABCF2	ATP binding cassette subfamily F member 2
ENSG00000033100	54480	CHPF2	chondroitin polymerizing factor 2
ENSG00000033122	57554	LRRC7	leucine rich repeat containing 7
ENSG00000033170	2530	FUT8	fucosyltransferase 8
ENSG00000033178	55236	UBA6	ubiquitin like modifier activating enzyme 6
ENSG00000033327	9846	GAB2	GRB2 associated binding protein 2
ENSG00000033627	535	ATP6V0A1	ATPase H+ transporting V0 subunit a1
ENSG00000033800	8554	PIAS1	protein inhibitor of activated STAT 1
ENSG00000033867	9497	SLC4A7	solute carrier family 4 member 7
ENSG00000034053	321	APBA2	amyloid beta precursor protein binding family A member 2
ENSG00000034152	5606	MAP2K3	mitogen-activated protein kinase kinase 3
ENSG00000034239	79645	EFCAB1	EF-hand calcium binding domain 1
ENSG00000034510	9168	TMSB10	thymosin beta 10
ENSG00000034533	28990	ASTE1	asteroid homolog 1 (Drosophila)
ENSG00000034677	25897	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ENSG00000034693	8504	PEX3	peroxisomal biogenesis factor 3
ENSG00000034713	11345	GABARAPL2	GABA type A receptor associated protein like 2
ENSG00000034971	4653	MYOC	myocilin
ENSG00000035115	26751	SH3YL1	SH3 and SYLF domain containing 1
ENSG00000035141	84908	FAM136A	family with sequence similarity 136 member A
ENSG00000035403	7414	VCL	vinculin
ENSG00000035499	55789	DEPDC1B	DEP domain containing 1B
ENSG00000035664	23604	DAPK2	death associated protein kinase 2
ENSG00000035681	8439	NSMAF	neutral sphingomyelinase activation associated factor
ENSG00000035687	159	ADSS	adenylosuccinate synthase
ENSG00000035720	26228	STAP1	signal transducing adaptor family member 1
ENSG00000035862	7077	TIMP2	TIMP metallopeptidase inhibitor 2
ENSG00000035928	5981	RFC1	replication factor C subunit 1
ENSG00000036054	55773	TBC1D23	TBC1 domain family member 23
ENSG00000036257	8452	CUL3	cullin 3
ENSG00000036448	9172	MYOM2	myomesin 2
ENSG00000036473	5009	OTC	ornithine carbamoyltransferase
ENSG00000036530	10858	CYP46A1	cytochrome P450 family 46 subfamily A member 1
ENSG00000036549	26009	ZZZ3	zinc finger ZZ-type containing 3
ENSG00000036565	6570	SLC18A1	solute carrier family 18 member A1
ENSG00000036672	9099	USP2	ubiquitin specific peptidase 2
ENSG00000036828	846	CASR	calcium sensing receptor
ENSG00000037042	27175	TUBG2	tubulin gamma 2
ENSG00000037241	51121	RPL26L1	ribosomal protein L26 like 1
ENSG00000037280	2324	FLT4	fms related tyrosine kinase 4
ENSG00000037474	54888	NSUN2	NOP2/Sun RNA methyltransferase family member 2
ENSG00000037637	54455	FBXO42	F-box protein 42
ENSG00000037749	4238	MFAP3	microfibrillar associated protein 3
ENSG00000037757	84245	MRI1	methylthioribose-1-phosphate isomerase 1
ENSG00000037897	4234	METTL1	methyltransferase like 1
ENSG00000037965	3224	HOXC8	homeobox C8
ENSG00000038002	175	AGA	aspartylglucosaminidase
ENSG00000038210	55300	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
ENSG00000038219	259282	BOD1L1	biorientation of chromosomes in cell division 1 like 1
ENSG00000038274	27430	MAT2B	methionine adenosyltransferase 2B
ENSG00000038295	7092	TLL1	tolloid like 1
ENSG00000038358	23644	EDC4	enhancer of mRNA decapping 4
ENSG00000038382	7204	TRIO	trio Rho guanine nucleotide exchange factor
ENSG00000038427	1462	VCAN	versican
ENSG00000038532	23274	CLEC16A	C-type lectin domain containing 16A
ENSG00000038945	4481	MSR1	macrophage scavenger receptor 1
ENSG00000039068	999	CDH1	cadherin 1
ENSG00000039123	23517	SKIV2L2	Ski2 like RNA helicase 2
ENSG00000039139	1767	DNAH5	dynein axonemal heavy chain 5
ENSG00000039319	9765	ZFYVE16	zinc finger FYVE-type containing 16
ENSG00000039523	79567	RIPOR1	RHO family interacting cell polarization regulator 1
ENSG00000039537	729	C6	complement C6
ENSG00000039560	26064	RAI14	retinoic acid induced 14
ENSG00000039600	11063	SOX30	SRY-box 30
ENSG00000039650	11284	PNKP	polynucleotide kinase 3'-phosphatase
ENSG00000039987	54831	BEST2	bestrophin 2
ENSG00000040199	23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
ENSG00000040275	54908	SPDL1	spindle apparatus coiled-coil protein 1
ENSG00000040341	27067	STAU2	staufen double-stranded RNA binding protein 2
ENSG00000040487	54896	PQLC2	PQ loop repeat containing 2
ENSG00000040531	1497	CTNS	cystinosin, lysosomal cystine transporter
ENSG00000040608	65078	RTN4R	reticulon 4 receptor
ENSG00000040633	79142	PHF23	PHD finger protein 23
ENSG00000040731	1008	CDH10	cadherin 10
ENSG00000040933	3631	INPP4A	inositol polyphosphate-4-phosphatase type I A
ENSG00000041353	5874	RAB27B	RAB27B, member RAS oncogene family
ENSG00000041357	5685	PSMA4	proteasome subunit alpha 4
ENSG00000041515	23026	MYO16	myosin XVI
ENSG00000041802	55341	LSG1	large 60S subunit nuclear export GTPase 1
ENSG00000041880	10039	PARP3	poly(ADP-ribose) polymerase family member 3
ENSG00000041982	3371	TNC	tenascin C
ENSG00000041988	90326	THAP3	THAP domain containing 3
ENSG00000042062	140876	RIPOR3	RIPOR family member 3
ENSG00000042088	55775	TDP1	tyrosyl-DNA phosphodiesterase 1
ENSG00000042286	84883	AIFM2	apoptosis inducing factor, mitochondria associated 2
ENSG00000042304	56918	C2orf83	chromosome 2 open reading frame 83
ENSG00000042317	55812	SPATA7	spermatogenesis associated 7
ENSG00000042429	9440	MED17	mediator complex subunit 17
ENSG00000042445	54884	RETSAT	retinol saturase
ENSG00000042493	822	CAPG	capping actin protein, gelsolin like
ENSG00000042753	1175	AP2S1	adaptor related protein complex 2 sigma 1 subunit
ENSG00000042781	7399	USH2A	usherin
ENSG00000042813	11055	ZPBP	zona pellucida binding protein
ENSG00000042832	7038	TG	thyroglobulin
ENSG00000042980	10863	ADAM28	ADAM metallopeptidase domain 28
ENSG00000043039	8538	BARX2	BARX homeobox 2
ENSG00000043093	54165	DCUN1D1	defective in cullin neddylation 1 domain containing 1
ENSG00000043143	23338	JADE2	jade family PHD finger 2
ENSG00000043355	7546	ZIC2	Zic family member 2
ENSG00000043462	3937	LCP2	lymphocyte cytosolic protein 2
ENSG00000043514	54802	TRIT1	tRNA isopentenyltransferase 1
ENSG00000043591	153	ADRB1	adrenoceptor beta 1
ENSG00000044012	2981	GUCA2B	guanylate cyclase activator 2B
ENSG00000044090	9820	CUL7	cullin 7
ENSG00000044115	1495	CTNNA1	catenin alpha 1
ENSG00000044446	5256	PHKA2	phosphorylase kinase regulatory subunit alpha 2
ENSG00000044459	54875	CNTLN	centlein
ENSG00000044524	2042	EPHA3	EPH receptor A3
ENSG00000044574	3309	HSPA5	heat shock protein family A (Hsp70) member 5
ENSG00000046604	1829	DSG2	desmoglein 2
ENSG00000046647	54960	GEMIN8	gem nuclear organelle associated protein 8
ENSG00000046651	8481	OFD1	OFD1, centriole and centriolar satellite protein
ENSG00000046653	2824	GPM6B	glycoprotein M6B
ENSG00000046774	51438	MAGEC2	MAGE family member C2
ENSG00000046889	80243	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
ENSG00000047056	22884	WDR37	WD repeat domain 37
ENSG00000047188	64848	YTHDC2	YTH domain containing 2
ENSG00000047230	56474	CTPS2	CTP synthase 2
ENSG00000047249	51606	ATP6V1H	ATPase H+ transporting V1 subunit H
ENSG00000047315	5431	POLR2B	RNA polymerase II subunit B
ENSG00000047346	56204	FAM214A	family with sequence similarity 214 member A
ENSG00000047365	116984	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
ENSG00000047410	7175	TPR	translocated promoter region, nuclear basket protein
ENSG00000047457	1356	CP	ceruloplasmin
ENSG00000047578	23247	KIAA0556	KIAA0556
ENSG00000047579	84062	DTNBP1	dystrobrevin binding protein 1
ENSG00000047597	7504	XK	X-linked Kx blood group
ENSG00000047617	57101	ANO2	anoctamin 2
ENSG00000047621	57102	C12orf4	chromosome 12 open reading frame 4
ENSG00000047634	6322	SCML1	sex comb on midleg like 1 (Drosophila)
ENSG00000047644	55841	WWC3	WWC family member 3
ENSG00000047648	395	ARHGAP6	Rho GTPase activating protein 6
ENSG00000047662	27146	FAM184B	family with sequence similarity 184 member B
ENSG00000047849	4134	MAP4	microtubule associated protein 4
ENSG00000047932	57120	GOPC	golgi associated PDZ and coiled-coil motif containing
ENSG00000047936	6098	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase
ENSG00000048028	57646	USP28	ubiquitin specific peptidase 28
ENSG00000048052	9734	HDAC9	histone deacetylase 9
ENSG00000048140	26262	TSPAN17	tetraspanin 17
ENSG00000048162	51491	NOP16	NOP16 nucleolar protein
ENSG00000048342	57545	CC2D2A	coiled-coil and C2 domain containing 2A
ENSG00000048392	50484	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
ENSG00000048405	168850	ZNF800	zinc finger protein 800
ENSG00000048462	608	TNFRSF17	TNF receptor superfamily member 17
ENSG00000048471	92017	SNX29	sorting nexin 29
ENSG00000048540	55885	LMO3	LIM domain only 3
ENSG00000048544	55173	MRPS10	mitochondrial ribosomal protein S10
ENSG00000048545	2978	GUCA1A	guanylate cyclase activator 1A
ENSG00000048649	51773	RSF1	remodeling and spacing factor 1
ENSG00000048707	55187	VPS13D	vacuolar protein sorting 13 homolog D
ENSG00000048740	10659	CELF2	CUGBP Elav-like family member 2
ENSG00000048828	23196	FAM120A	family with sequence similarity 120A
ENSG00000048991	23518	R3HDM1	R3H domain containing 1
ENSG00000049089	1298	COL9A2	collagen type IX alpha 2 chain
ENSG00000049130	4254	KITLG	KIT ligand
ENSG00000049167	1161	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ENSG00000049192	11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
ENSG00000049239	9563	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
ENSG00000049245	9341	VAMP3	vesicle associated membrane protein 3
ENSG00000049246	8863	PER3	period circadian clock 3
ENSG00000049247	10911	UTS2	urotensin 2
ENSG00000049249	3604	TNFRSF9	TNF receptor superfamily member 9
ENSG00000049283	55040	EPN3	epsin 3
ENSG00000049323	4052	LTBP1	latent transforming growth factor beta binding protein 1
ENSG00000049449	5954	RCN1	reticulocalbin 1
ENSG00000049540	2006	ELN	elastin
ENSG00000049541	5982	RFC2	replication factor C subunit 2
ENSG00000049618	57492	ARID1B	AT-rich interaction domain 1B
ENSG00000049656	81037	CLPTM1L	CLPTM1 like
ENSG00000049759	23327	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
ENSG00000049768	50943	FOXP3	forkhead box P3
ENSG00000049769	89801	PPP1R3F	protein phosphatase 1 regulatory subunit 3F
ENSG00000049860	3074	HEXB	hexosaminidase subunit beta
ENSG00000049883	79810	PTCD2	pentatricopeptide repeat domain 2
ENSG00000050030	340533	KIAA2022	KIAA2022
ENSG00000050130	51528	JKAMP	JNK1/MAPK8-associated membrane protein
ENSG00000050165	27122	DKK3	dickkopf WNT signaling pathway inhibitor 3
ENSG00000050327	7984	ARHGEF5	Rho guanine nucleotide exchange factor 5
ENSG00000050344	9603	NFE2L3	nuclear factor, erythroid 2 like 3
ENSG00000050393	63933	MCUR1	mitochondrial calcium uniporter regulator 1
ENSG00000050405	51474	LIMA1	LIM domain and actin binding 1
ENSG00000050426	25875	LETMD1	LETM1 domain containing 1
ENSG00000050438	9498	SLC4A8	solute carrier family 4 member 8
ENSG00000050555	10319	LAMC3	laminin subunit gamma 3
ENSG00000050628	5733	PTGER3	prostaglandin E receptor 3
ENSG00000050730	79931	TNIP3	TNFAIP3 interacting protein 3
ENSG00000050748	5601	MAPK9	mitogen-activated protein kinase 9
ENSG00000050767	91522	COL23A1	collagen type XXIII alpha 1 chain
ENSG00000050820	9564	BCAR1	BCAR1, Cas family scaffolding protein
ENSG00000051009	84067	FAM160A2	family with sequence similarity 160 member A2
ENSG00000051108	9709	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
ENSG00000051128	9454	HOMER3	homer scaffolding protein 3
ENSG00000051180	5888	RAD51	RAD51 recombinase
ENSG00000051341	10721	POLQ	DNA polymerase theta
ENSG00000051382	5291	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
ENSG00000051523	1535	CYBA	cytochrome b-245 alpha chain
ENSG00000051596	84321	THOC3	THO complex 3
ENSG00000051620	23593	HEBP2	heme binding protein 2
ENSG00000051825	10198	MPHOSPH9	M-phase phosphoprotein 9
ENSG00000052126	54477	PLEKHA5	pleckstrin homology domain containing A5
ENSG00000052344	5652	PRSS8	protease, serine 8
ENSG00000052723	80143	SIKE1	suppressor of IKBKE 1
ENSG00000052749	23223	RRP12	ribosomal RNA processing 12 homolog
ENSG00000052795	57600	FNIP2	folliculin interacting protein 2
ENSG00000052802	6307	MSMO1	methylsterol monooxygenase 1
ENSG00000052841	55761	TTC17	tetratricopeptide repeat domain 17
ENSG00000052850	60529	ALX4	ALX homeobox 4
ENSG00000053108	23105	FSTL4	follistatin like 4
ENSG00000053254	1112	FOXN3	forkhead box N3
ENSG00000053328	728464	METTL24	methyltransferase like 24
ENSG00000053371	8574	AKR7A2	aldo-keto reductase family 7 member A2
ENSG00000053372	51154	MRTO4	MRT4 homolog, ribosome maturation factor
ENSG00000053438	4826	NNAT	neuronatin
ENSG00000053501	55850	USE1	unconventional SNARE in the ER 1
ENSG00000053524	23101	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
ENSG00000053702	83714	NRIP2	nuclear receptor interacting protein 2
ENSG00000053747	3909	LAMA3	laminin subunit alpha 3
ENSG00000053770	55745	AP5M1	adaptor related protein complex 5 mu 1 subunit
ENSG00000053900	29945	ANAPC4	anaphase promoting complex subunit 4
ENSG00000053918	3784	KCNQ1	potassium voltage-gated channel subfamily Q member 1
ENSG00000054116	27095	TRAPPC3	trafficking protein particle complex 3
ENSG00000054118	9967	THRAP3	thyroid hormone receptor associated protein 3
ENSG00000054148	29085	PHPT1	phosphohistidine phosphatase 1
ENSG00000054179	954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
ENSG00000054219	4065	LY75	lymphocyte antigen 75
ENSG00000054267	51742	ARID4B	AT-rich interaction domain 4B
ENSG00000054277	23596	OPN3	opsin 3
ENSG00000054282	10806	SDCCAG8	serologically defined colon cancer antigen 8
ENSG00000054356	5798	PTPRN	protein tyrosine phosphatase, receptor type N
ENSG00000054392	55733	HHAT	hedgehog acyltransferase
ENSG00000054523	23095	KIF1B	kinesin family member 1B
ENSG00000054598	2296	FOXC1	forkhead box C1
ENSG00000054611	25771	TBC1D22A	TBC1 domain family member 22A
ENSG00000054654	23224	SYNE2	spectrin repeat containing nuclear envelope protein 2
ENSG00000054690	57475	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1
ENSG00000054793	10079	ATP9A	ATPase phospholipid transporting 9A (putative)
ENSG00000054796	23626	SPO11	SPO11, initiator of meiotic double stranded breaks
ENSG00000054803	140689	CBLN4	cerebellin 4 precursor
ENSG00000054938	25884	CHRDL2	chordin like 2
ENSG00000054965	23201	FAM168A	family with sequence similarity 168 member A
ENSG00000054967	84957	RELT	RELT, TNF receptor
ENSG00000054983	2581	GALC	galactosylceramidase
ENSG00000055044	51602	NOP58	NOP58 ribonucleoprotein
ENSG00000055070	26099	SZRD1	SUZ RNA binding domain containing 1
ENSG00000055118	3757	KCNH2	potassium voltage-gated channel subfamily H member 2
ENSG00000055130	8454	CUL1	cullin 1
ENSG00000055147	10827	FAM114A2	family with sequence similarity 114 member A2
ENSG00000055163	26999	CYFIP2	cytoplasmic FMR1 interacting protein 2
ENSG00000055208	23118	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
ENSG00000055211	116254	GINM1	glycoprotein integral membrane 1
ENSG00000055332	5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
ENSG00000055483	57602	USP36	ubiquitin specific peptidase 36
ENSG00000055609	58508	KMT2C	lysine methyltransferase 2C
ENSG00000055732	55283	MCOLN3	mucolipin 3
